freq,unit,airpol,src_crf,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,MIO_T,GHG,CRF2B,SK	1.76192 	1.58668 	1.2654 	1.21656 	0.99533 	1.14404 	1.07385 	1.14435 	1.353 	1.17592 	1.19898 	1.26922 	1.07642 	0.9656 	0.99241 
A,MIO_T,GHG,CRF2B,TR	1.71991 	2.55972 	2.77163 	2.3811 	2.58369 	2.63061 	2.02416 	1.76924 	3.14425 	2.92069 	2.8684 	3.91285 	3.26114 	2.5521 	3.90693 
A,MIO_T,GHG,CRF2B1,AT	0.47931 	0.48219 	0.46603 	0.45493 	0.51345 	0.48306 	0.51918 	0.48302 	0.36942 	0.53052 	0.49884 	0.44979 	0.40345 	0.41689 	0.31034 
A,MIO_T,GHG,CRF2B1,BE	1.0151 	1.10262 	1.12826 	1.24257 	1.04877 	1.21345 	1.06603 	1.28457 	1.14573 	0.8766 	1.26249 	0.99699 	0.86621 	0.85625 	1.00849 
A,MIO_T,GHG,CRF2B1,BG	0.72611 	1.03575 	0.75737 	0.80142 	0.87168 	1.08372 	1.13663 	1.08564 	0.784 	0.60079 	0.59292 	0.59452 	0.48563 	0.49294 	0.46941 
A,MIO_T,GHG,CRF2B1,CH	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,CY	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,CZ	0.70545 	0.62805 	0.65379 	0.60113 	0.68905 	0.74166 	0.68572 	0.74375 	0.5856 	0.58293 	0.38179 	0.70131 	0.68245 	0.54485 	0.43096 
A,MIO_T,GHG,CRF2B1,DE	6.792 	6.621 	6.862 	6.739 	4.797 	4.135 	4.182 	4.228 	4.157 	4.077 	4.133 	4.012 	3.024 	2.932 	3.267 
A,MIO_T,GHG,CRF2B1,DK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,EE	: m	: m	0.01662 	0.06863 	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,EL	0.27076 	0.26251 	0.17873 	0.21213 	0.24131 	0.24051 	0.15198 	0.26771 	0.24482 	0.2236 	0.1963 	0.19619 	0.26114 	0.14755 	0.27458 
A,MIO_T,GHG,CRF2B1,ES	0.4031 	0.41724 	0.41423 	0.39703 	0.40571 	0.34919 	0.3354 	0.34845 	0.37107 	0.33963 	0.33947 	0.29084 	0.26692 	0.28395 	0.28949 
A,MIO_T,GHG,CRF2B1,EU27_2020	24.25431 	26.01067 	25.11852 	24.14473 	22.48264 	21.48543 	21.26742 	22.3535 	20.82454 	19.9747 	21.05216 	19.29568 	14.49245 	14.20983 	16.04441 
A,MIO_T,GHG,CRF2B1,FI	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,FR	1.55693 	1.5961 	1.63115 	1.76332 	1.6735 	1.8148 	1.85805 	1.77482 	1.87359 	1.87248 	1.751 	1.51666 	1.34042 	1.05299 	1.14702 
A,MIO_T,GHG,CRF2B1,HR	0.55261 	0.55284 	0.50201 	0.50933 	0.55983 	0.57227 	0.54786 	0.56679 	0.51306 	0.5946 	0.53532 	0.36549 	0.0839 	0.20191 	0.12827 
A,MIO_T,GHG,CRF2B1,HU	0.65628 	0.77021 	0.70296 	0.53652 	0.74816 	0.63388 	0.71479 	0.83588 	0.72948 	0.69379 	0.88336 	0.80989 	0.41877 	0.66282 	0.74643 
A,MIO_T,GHG,CRF2B1,IE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,IS	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,IT	0.63977 	0.56208 	0.6243 	0.64292 	0.71146 	0.49554 	0.64273 	0.64241 	0.67876 	0.53126 	0.65836 	0.63109 	0.24679 	0.38569 	0.39035 
A,MIO_T,GHG,CRF2B1,LT	0.90869 	1.80369 	1.85218 	1.50034 	1.639 	1.79652 	1.62385 	1.86978 	1.58819 	1.74949 	1.62943 	1.40177 	0.92837 	0.92154 	1.08873 
A,MIO_T,GHG,CRF2B1,LU	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,LV	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,MT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,NL	2.95633 	2.79026 	2.53139 	2.5551 	2.37414 	2.47034 	2.48911 	2.5979 	2.46744 	2.34914 	2.19929 	2.13109 	1.83676 	1.97865 	2.46027 
A,MIO_T,GHG,CRF2B1,NO	0.64126 	0.65143 	0.69151 	0.55512 	0.52857 	0.79007 	0.66823 	0.46904 	0.66788 	0.59969 	0.62589 	0.54357 	0.70029 	0.72745 	0.65877 
A,MIO_T,GHG,CRF2B1,PL	3.22315 	3.39359 	3.68157 	3.64318 	3.74154 	3.87048 	3.8136 	4.00683 	3.48452 	3.34912 	3.70011 	3.66542 	2.90933 	2.72315 	3.14563 
A,MIO_T,GHG,CRF2B1,PT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,RO	2.98067 	3.41383 	2.56925 	1.80182 	1.93774 	0.94555 	0.93592 	0.98415 	1.04038 	0.91459 	1.58652 	0.76311 	0.09978 	0.09808 	0.23045 
A,MIO_T,GHG,CRF2B1,SE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,SI	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B1,SK	0.38806 	0.57873 	0.54668 	0.67535 	0.5303 	0.63945 	0.56458 	0.6338 	0.79147 	0.68915 	0.70396 	0.76953 	0.63854 	0.51059 	0.657 
A,MIO_T,GHG,CRF2B1,TR	0.11919 	0.85562 	1.03894 	0.64481 	0.8185 	1.18955 	0.78704 	0.52483 	1.04953 	0.56001 	0.54488 	1.48876 	1.018 	0.66092 	1.62845 
A,MIO_T,GHG,CRF2B10,AT	0.16751 	0.15897 	0.15254 	0.13642 	0.1531 	0.14594 	0.1583 	0.15436 	0.1449 	0.15833 	0.15745 	0.15468 	0.15 	0.11886 	0.114 
A,MIO_T,GHG,CRF2B10,BE	1.08574 	1.42867 	1.26424 	1.69426 	1.68079 	1.91665 	2.0741 	2.17079 	2.15499 	2.29402 	1.08521 	1.1572 	1.13582 	1.17461 	1.19323 
A,MIO_T,GHG,CRF2B10,BG	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,CH	0.49324 	0.47615 	0.4585 	0.47885 	0.42001 	0.49465 	0.4541 	0.59535 	0.51289 	0.60381 	0.52797 	0.40633 	0.02036 	0.01931 	0.02105 
A,MIO_T,GHG,CRF2B10,CY	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,CZ	0.21016 	0.22022 	0.22454 	0.21476 	0.2195 	0.22306 	0.23358 	0.20653 	0.20744 	0.22618 	0.22153 	0.19145 	0.14443 	0.1236 	0.14535 
A,MIO_T,GHG,CRF2B10,DE	0.00142 	0.00137 	0.00136 	0.00137 	0.00133 	0.00132 	0.00132 	0.00133 	0.00126 	0.00128 	0.00113 	0.00109 	0.00114 	0.00113 	0.00111 
A,MIO_T,GHG,CRF2B10,DK	0.0014 	0.00139 	0.0014 	0.00303 	0.00281 	0.00297 	0.00292 	0.00268 	0.00299 	0.00183 	0.04299 	0.03798 	0.03233 	0.04548 	0.03758 
A,MIO_T,GHG,CRF2B10,EE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,EL	0.36213 	0.32188 	0.32329 	0.30478 	0.32808 	0.25453 	0.30995 	0.5369 	0.70637 	0.65414 	0.64923 	0.48323 	0.04934 	0.30113 	0.6281 
A,MIO_T,GHG,CRF2B10,ES	0.89144 	0.82363 	0.84809 	0.93085 	0.84771 	0.83718 	0.85312 	0.89191 	0.86882 	0.88445 	0.77248 	0.79592 	0.84562 	0.83457 	0.7561 
A,MIO_T,GHG,CRF2B10,EU27_2020	15.76102 	15.20663 	15.19744 	15.70274 	16.03639 	15.3127 	16.73955 	17.32545 	18.30639 	17.54733 	16.23324 	16.15427 	13.79432 	13.99304 	14.23737 
A,MIO_T,GHG,CRF2B10,FI	0.99085 	0.98691 	0.98482 	1.0409 	0.8761 	1.03579 	1.1789 	1.29736 	1.27061 	1.3057 	1.19953 	1.10569 	1.11839 	1.15291 	1.08857 
A,MIO_T,GHG,CRF2B10,FR	2.06346 	1.86725 	1.69345 	1.83373 	1.84965 	1.84976 	1.80039 	1.78317 	1.91277 	1.75165 	1.54562 	1.68106 	1.65825 	1.81537 	1.97132 
A,MIO_T,GHG,CRF2B10,HR	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,HU	0.14823 	0.20201 	0.24726 	0.28032 	0.31037 	0.31511 	0.32352 	0.36285 	0.37639 	0.38743 	0.35574 	0.3913 	0.33868 	0.38728 	0.43191 
A,MIO_T,GHG,CRF2B10,IE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,IS	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,IT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,LT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,LU	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,LV	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,MT	0.0001 	0.00013 	0.00003 	0.00003 	0.00007 	0.00007 	0.00003 	0.00004 	0.00004 	0.00003 	0 	0 	0.00002 	0.00002 	0 
A,MIO_T,GHG,CRF2B10,NL	8.94717 	8.37511 	8.58564 	8.21135 	8.70616 	7.72814 	8.65042 	8.78255 	9.52041 	8.69829 	9.38603 	8.97476 	8.00617 	7.7577 	7.57311 
A,MIO_T,GHG,CRF2B10,NO	0.13928 	0.15553 	0.15309 	0.11379 	0.08674 	0.11227 	0.06066 	0.06082 	0.05644 	0.06681 	0.09896 	0.12492 	0.17529 	0.13481 	0.21912 
A,MIO_T,GHG,CRF2B10,PL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,PT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B10,RO	0.12197 	0.09592 	0.17439 	0.23208 	0.28189 	0.28139 	0.31899 	0.30952 	0.30098 	0.30988 	0.32254 	0.27828 	0.30193 	0.2688 	0.28398 
A,MIO_T,GHG,CRF2B10,SE	0.75528 	0.71156 	0.68638 	0.80887 	0.76846 	0.70915 	0.82136 	0.81294 	0.82526 	0.86099 	0.48149 	0.88814 	: m	0.00142 	0.0008 
A,MIO_T,GHG,CRF2B10,SI	0.01416 	0.01162 	0.01 	0.00997 	0.01037 	0.01164 	0.01264 	0.01253 	0.01317 	0.01311 	0.01229 	0.0135 	0.0122 	0.01016 	0.01216 
A,MIO_T,GHG,CRF2B10,SK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	0.00005 
A,MIO_T,GHG,CRF2B10,TR	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,AT	0.05427 	0.04086 	0.04505 	0.04276 	0.04226 	0.04167 	0.0319 	0.03428 	0.0501 	0.07211 	0.0467 	0.04136 	0.02289 	0.02726 	0.02502 
A,MIO_T,GHG,CRF2B2,BE	1.55497 	0.49643 	0.53633 	0.48096 	0.40672 	0.30952 	0.26377 	0.33018 	0.22569 	0.20313 	0.24749 	0.24077 	0.16525 	0.1483 	0.15833 
A,MIO_T,GHG,CRF2B2,BG	0.22868 	0.20041 	0.11158 	0.10975 	0.1109 	0.1117 	0.10084 	0.08312 	0.10283 	0.07647 	0.07255 	0.073 	0.06607 	0.07519 	0.09676 
A,MIO_T,GHG,CRF2B2,CH	0.05152 	0.04627 	0.04579 	0.02411 	0.00387 	0.00479 	0.00543 	0.00663 	0.00199 	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,CY	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,CZ	0.28885 	0.3286 	0.33655 	0.18861 	0.25552 	0.28018 	0.21644 	0.13432 	0.11224 	0.09188 	0.0721 	0.12111 	0.10449 	0.08241 	0.08745 
A,MIO_T,GHG,CRF2B2,DE	0.62236 	0.45454 	0.36067 	0.4339 	0.47907 	0.44971 	0.44071 	0.43759 	0.33985 	0.3223 	0.33596 	0.34237 	0.2994 	0.16712 	0.11429 
A,MIO_T,GHG,CRF2B2,DK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,EE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,EL	0.36621 	0.40645 	0.26244 	0.01834 	0.02384 	0.01821 	0.01377 	0.01778 	0.01993 	0.01894 	0.01687 	0.00521 	0.00664 	0.00661 	0.00432 
A,MIO_T,GHG,CRF2B2,ES	0.43117 	0.22086 	0.13757 	0.16533 	0.15715 	0.15183 	0.15122 	0.12007 	0.13291 	0.13232 	0.12142 	0.11569 	0.059 	0.05471 	0.05042 
A,MIO_T,GHG,CRF2B2,EU27_2020	9.51299 	6.85745 	5.87447 	4.11982 	4.1389 	3.91796 	3.50769 	3.20739 	3.02226 	2.75561 	2.46522 	2.43858 	1.86632 	1.53666 	1.5987 
A,MIO_T,GHG,CRF2B2,FI	0.1424 	0.11538 	0.14222 	0.18769 	0.18233 	0.22999 	0.19414 	0.20517 	0.18797 	0.18248 	0.20145 	0.21945 	0.14481 	0.10576 	0.12242 
A,MIO_T,GHG,CRF2B2,FR	1.01817 	0.5724 	0.42744 	0.39453 	0.50773 	0.46489 	0.48354 	0.38493 	0.49793 	0.47336 	0.3847 	0.27353 	0.22535 	0.19573 	0.14591 
A,MIO_T,GHG,CRF2B2,HR	0.68028 	0.67044 	0.58013 	0.21366 	0.23672 	0.27687 	0.09725 	0.08768 	0.04456 	0.04455 	0.05787 	0.03628 	0.01222 	0.01751 	0.01334 
A,MIO_T,GHG,CRF2B2,HU	0.0091 	0.01368 	0.01949 	0.03421 	0.05713 	0.04472 	0.02413 	0.04243 	0.03233 	0.02856 	0.02932 	0.02907 	0.02264 	0.02809 	0.03919 
A,MIO_T,GHG,CRF2B2,IE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,IS	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,IT	0.13398 	0.15312 	0.12683 	0.09919 	0.0472 	0.03166 	0.04453 	0.05684 	0.04983 	0.03828 	0.03497 	0.02319 	0.02128 	0.02467 	0.02087 
A,MIO_T,GHG,CRF2B2,LT	0.49402 	0.75655 	0.50976 	0.29873 	0.29502 	0.22933 	0.18631 	0.20242 	0.15607 	0.15947 	0.13773 	0.13874 	0.09095 	0.10782 	0.14483 
A,MIO_T,GHG,CRF2B2,LU	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,LV	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,MT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,NL	0.25747 	0.20773 	0.22547 	0.24324 	0.31657 	0.32934 	0.23987 	0.26628 	0.25094 	0.26386 	0.17798 	0.17951 	0.13371 	0.06779 	0.07271 
A,MIO_T,GHG,CRF2B2,NO	0.30397 	0.24683 	0.23887 	0.23256 	0.2406 	0.22372 	0.21458 	0.18716 	0.17733 	0.16379 	0.08822 	0.04891 	0.05194 	0.05454 	0.0663 
A,MIO_T,GHG,CRF2B2,PL	0.78366 	0.69313 	0.79022 	0.55584 	0.43727 	0.4594 	0.53983 	0.41851 	0.45131 	0.40475 	0.34365 	0.42293 	0.39659 	0.33681 	0.38089 
A,MIO_T,GHG,CRF2B2,PT	0.35326 	0.07992 	0.05865 	0.04348 	0.04835 	0.03379 	0.02179 	0.0331 	0.04116 	0.03209 	0.03005 	0.03323 	0.02773 	0.02393 	0.03594 
A,MIO_T,GHG,CRF2B2,RO	1.05473 	1.05198 	0.88816 	0.45194 	0.36027 	0.29886 	0.30387 	0.22235 	0.20553 	0.10579 	0.08198 	0.07661 	0.01455 	0.01472 	0.04501 
A,MIO_T,GHG,CRF2B2,SE	0.26686 	0.03505 	0.05771 	0.04258 	0.04618 	0.03199 	0.04588 	0.03699 	0.02723 	0.02469 	0.00488 	0.0099 	: m	0.0055 	0.0045 
A,MIO_T,GHG,CRF2B2,SI	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B2,SK	0.77256 	0.35993 	0.2582 	0.11508 	0.12866 	0.1243 	0.10789 	0.09335 	0.09385 	0.08058 	0.06754 	0.05664 	0.05276 	0.04673 	0.0365 
A,MIO_T,GHG,CRF2B2,TR	1.47033 	1.54779 	1.57967 	1.58829 	1.60794 	1.29338 	1.08414 	1.02755 	1.6213 	1.79376 	1.78367 	1.79909 	1.58039 	1.23448 	1.61049 
A,MIO_T,GHG,CRF2B3,AT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,BE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,BG	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,CH	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,CY	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,CZ	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,DE	0.62478 	0.50815 	0.32428 	0.35925 	0.21383 	0.24357 	0.19147 	0.18551 	0.23825 	0.17826 	0.1684 	0.06811 	0.04959 	0.03378 	0.03342 
A,MIO_T,GHG,CRF2B3,DK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,EE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,EL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,ES	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,EU27_2020	1.40324 	0.74906 	0.49063 	0.62056 	0.41445 	0.42449 	0.34037 	0.96755 	0.37172 	0.28349 	0.26284 	0.14558 	0.09503 	0.07818 	0.05727 
A,MIO_T,GHG,CRF2B3,FI	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,FR	0.35774 	0.13983 	0.09113 	0.16171 	0.14592 	0.08118 	0.08834 	0.71419 	0.07471 	0.03444 	0.02168 	0.03993 	0.02887 	0.01927 	0.01676 
A,MIO_T,GHG,CRF2B3,HR	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,HU	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,IE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,IS	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,IT	0.42072 	0.10108 	0.07521 	0.0996 	0.05471 	0.09974 	0.06056 	0.06785 	0.05876 	0.07079 	0.07275 	0.03755 	0.01657 	0.02514 	0.00709 
A,MIO_T,GHG,CRF2B3,LT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,LU	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,LV	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,MT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,NL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,NO	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,PL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,PT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,RO	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,SE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,SI	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,SK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B3,TR	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,AT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,BE	0.60685 	0.64263 	0.64501 	0.605 	0.60168 	0.52035 	0.5838 	0.511 	0.47605 	0.42917 	0.3238 	0.28947 	0.26251 	0.15206 	0.07369 
A,MIO_T,GHG,CRF2B4,BG	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,CH	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,CY	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,CZ	0.06566 	0.07013 	0.06821 	0.05757 	0.06142 	0.0656 	0.05918 	0.06144 	0.06436 	0.05808 	0.06047 	0.06435 	0.0554 	0.03342 	0.0265 
A,MIO_T,GHG,CRF2B4,DE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,DK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,EE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,EL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,ES	0.22227 	0.18524 	0.22664 	0.22548 	0.22075 	0.22559 	0.23639 	0.23027 	0.24515 	0.23089 	0.23175 	0.20581 	0.18401 	0.18554 	0.22916 
A,MIO_T,GHG,CRF2B4,EU27_2020	2.05583 	2.21069 	2.15907 	2.01928 	1.99635 	1.9733 	1.72755 	1.76893 	1.70305 	1.50801 	1.26771 	1.0354 	0.75178 	0.50866 	0.46527 
A,MIO_T,GHG,CRF2B4,FI	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,FR	0.20885 	0.28302 	0.21902 	0.13224 	0.12504 	0.24188 	0.11127 	0.21715 	0.23657 	0.15001 	0.09239 	0.07261 	0.08432 	0.03492 	0.02427 
A,MIO_T,GHG,CRF2B4,HR	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,HU	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,IE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,IS	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,IT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,LT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,LU	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,LV	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,MT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,NL	0.7521 	0.82362 	0.79545 	0.79813 	0.77693 	0.80203 	0.67156 	0.71356 	0.6457 	0.60014 	0.53422 	0.36712 	0.12411 	0.06605 	0.06835 
A,MIO_T,GHG,CRF2B4,NO	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,PL	0.20011 	0.20606 	0.20474 	0.20087 	0.21052 	0.11784 	0.06536 	0.03552 	0.03522 	0.03971 	0.02508 	0.03604 	0.04142 	0.03666 	0.04331 
A,MIO_T,GHG,CRF2B4,PT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,RO	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,MIO_T,GHG,CRF2B4,SE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
