freq,unit,airpol,src_crf,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,THS_T,GHG,CRF1A4A,HR	674.61 	621.34 	545.92 	512.23 	474.77 	588.08 	611.63 	632.21 	633.43 	619 	577.98 	661.14 	570.39 	502.84 	506.69 
A,THS_T,GHG,CRF1A4A,HU	4104.41 	4160.21 	3400.64 	3443.7 	3120.65 	3295.15 	3211.57 	3025.66 	2910.43 	2787.99 	2798.01 	2912.92 	2470.57 	2032.19 	1935.92 
A,THS_T,GHG,CRF1A4A,IE	1502.17 	1369.61 	1436.94 	1506.3 	1444.84 	1530.92 	1484.73 	1418.85 	1531.91 	1510.04 	1326.67 	1416.75 	1380.64 	1336.8 	1444.39 
A,THS_T,GHG,CRF1A4A,IS	1.71 	2.39 	2.49 	2.48 	1.96 	2.07 	1.7 	1.99 	2.07 	2.68 	1.64 	1.74 	2.1 	2.28 	2.42 
A,THS_T,GHG,CRF1A4A,IT	27589.87 	23859.85 	23652.42 	23502.16 	20444.48 	21622.06 	21851.25 	21880.75 	23444.5 	22949.17 	22002.54 	20311.18 	18002.23 	19526.1 	19741.41 
A,THS_T,GHG,CRF1A4A,LT	379.03 	405.59 	341.06 	369.78 	322.89 	287.21 	323.62 	339.35 	370.43 	323.09 	267.27 	296.35 	289.84 	299.56 	260.59 
A,THS_T,GHG,CRF1A4A,LU	502.53 	305.05 	409.62 	437.46 	381.77 	486.62 	511.16 	548 	569.31 	657.28 	546.88 	624.4 	475.53 	458.62 	410.81 
A,THS_T,GHG,CRF1A4A,LV	578.07 	514.14 	505.41 	495.89 	488.98 	475.3 	437.09 	431.65 	431.22 	397.16 	436.67 	484.21 	465 	461.99 	425.39 
A,THS_T,GHG,CRF1A4A,MT	70.92 	45.93 	68.09 	77.94 	87.56 	103.07 	97.23 	89.76 	63.44 	63.22 	48.9 	52.99 	65.59 	50.45 	53.57 
A,THS_T,GHG,CRF1A4A,NL	10748.38 	8712 	9631.86 	9618.1 	7815.55 	8316.75 	8305.65 	8251.74 	8006.6 	7473.14 	6726.05 	7269.77 	6212.44 	5737.61 	5249.95 
A,THS_T,GHG,CRF1A4A,NO	1234.8 	1028.96 	902.84 	983.23 	947.61 	905.66 	1145.73 	1018.74 	1087.66 	1067.22 	1060.96 	1114.51 	1067.08 	1143.31 	1087.78 
A,THS_T,GHG,CRF1A4A,PL	10617.78 	9754.71 	9430.4 	8734.09 	7783.92 	7944.51 	8609.48 	7477.9 	7020.56 	6429.48 	6031.96 	7733.17 	6018.33 	5357.72 	5654.27 
A,THS_T,GHG,CRF1A4A,PT	1314.24 	1115.28 	1105.99 	1082.75 	1117.19 	1148.61 	1125.63 	1145.53 	1224.23 	1152.2 	966.71 	967.99 	991.59 	1149.79 	991.98 
A,THS_T,GHG,CRF1A4A,RO	2397.29 	2091.36 	2012.36 	2065.21 	2062.31 	2007.39 	2065.88 	2174.46 	2254.9 	2260.7 	2089.7 	2049.94 	2127.77 	2288.47 	2003.36 
A,THS_T,GHG,CRF1A4A,SE	1002.43 	931.16 	789.76 	682.61 	715 	661.43 	648.03 	591.27 	589.52 	618.88 	600.9 	586.25 	529.53 	492.02 	559.06 
A,THS_T,GHG,CRF1A4A,SI	656.06 	580.99 	419.9 	457.83 	351.6 	396.7 	469.19 	368.33 	332.96 	344.45 	338.13 	253.09 	298.9 	348.59 	488.52 
A,THS_T,GHG,CRF1A4A,SK	2571.84 	1566.41 	1871.77 	2104.13 	1483.37 	1502.5 	1454.67 	1608.7 	1471.12 	1350.47 	1164.6 	1464.26 	1374.86 	1343.35 	1310.9 
A,THS_T,GHG,CRF1A4A,TR	7049.78 	9044.89 	7219.13 	8682.38 	8424.18 	23350.98 	22137.07 	20482.92 	13539.88 	14080.34 	13637.99 	13950.02 	15043.48 	14962.04 	13121 
A,THS_T,GHG,CRF1A4B,AT	8581.13 	7490.51 	7241.21 	7485.36 	6559.55 	6929.1 	7227.19 	7196.47 	6501.46 	6712.29 	6785.62 	7241.08 	6153.82 	5381.49 	4755.24 
A,THS_T,GHG,CRF1A4B,BE	20713.93 	17104.34 	17756.52 	19399.87 	16008.99 	16907.28 	16715.43 	16428.34 	16394.68 	15755.15 	15376.19 	15651.09 	12946.61 	12675.12 	12645.21 
A,THS_T,GHG,CRF1A4B,BG	1291.68 	1550.58 	1523.8 	1300.83 	1038.09 	1076.52 	1164.02 	1193.19 	1009.62 	942.49 	1016.18 	1192.7 	686.98 	489.1 	456.01 
A,THS_T,GHG,CRF1A4B,CH	11153.62 	8883.13 	9757.99 	10369.06 	8063.41 	8590.7 	8891.02 	8457.72 	7704.16 	7713.9 	7120.46 	7937.95 	6399.08 	6148.08 	5990.84 
A,THS_T,GHG,CRF1A4B,CY	373.4 	424.51 	412.48 	339.22 	306.76 	359.79 	363.07 	357.71 	293.22 	337.27 	333.43 	302.33 	325.12 	277.89 	274.9 
A,THS_T,GHG,CRF1A4B,CZ	10747.37 	9837.45 	10030.54 	10236.03 	8747.08 	9107.28 	9529.72 	9865.58 	9212.14 	8445.47 	8468.63 	9040.26 	8195.63 	6559.08 	5948.98 
A,THS_T,GHG,CRF1A4B,DE	106551.34 	89086.72 	95266.59 	101221.6 	84309.46 	88794.37 	91699.3 	90000.76 	89732.2 	96502.86 	95804.57 	92064.97 	85255.38 	79370.23 	77903.98 
A,THS_T,GHG,CRF1A4B,DK	3415.32 	2893.6 	2697.68 	2603.33 	2092 	2196.07 	2230.79 	2106.54 	2024.22 	1924.86 	1688.06 	1551.65 	1165.78 	1042.67 	985.91 
A,THS_T,GHG,CRF1A4B,EE	212.21 	213.43 	216.41 	204.8 	199.75 	182.01 	191.5 	179.64 	175.09 	183.65 	171.56 	174.14 	141.42 	170.33 	169.88 
A,THS_T,GHG,CRF1A4B,EL	6977.39 	8288.52 	7384.93 	3901.19 	4084.99 	5370.87 	4966.04 	4979.99 	4241.05 	4721.11 	5244.69 	4812.82 	5298.57 	3881.9 	3833.4 
A,THS_T,GHG,CRF1A4B,ES	21681.62 	18092.29 	17734.72 	16995.14 	16572.48 	17980.41 	16943.46 	16574.97 	17651.93 	16031.77 	16179.24 	16241.23 	14965.06 	13970.38 	14041.82 
A,THS_T,GHG,CRF1A4B,EU27_2020	412178.69 	361597.77 	375403.84 	378013.5 	318886.58 	338012.22 	346667.62 	343593.79 	334967.32 	329662.69 	328984.66 	335721.6 	294298.86 	268823.98 	263395.58 
A,THS_T,GHG,CRF1A4B,FI	2277.51 	1794.3 	1913.76 	1695.65 	1653.94 	1504.23 	1552.14 	1465.25 	1364.71 	1274.18 	1125.13 	1075.5 	855.67 	589.14 	535.72 
A,THS_T,GHG,CRF1A4B,FR	60883.78 	54419.37 	60173.16 	61501.52 	46998.93 	49808.15 	52079.99 	50909.09 	47084.98 	45611.65 	44176.45 	45411.38 	36688.09 	32913.92 	32408.85 
A,THS_T,GHG,CRF1A4B,HR	2617.44 	2434.79 	2215 	2097.85 	1831.74 	1968.61 	1997.35 	2004.3 	1895.83 	1805.48 	1887.46 	1962.96 	1869.61 	1806.85 	1824.04 
A,THS_T,GHG,CRF1A4B,HU	9296.93 	8751.79 	8067.91 	7588.69 	6810.91 	7569.73 	8057.84 	8514.27 	7868.71 	7588.53 	8083.85 	8771.81 	7683.12 	6721.65 	6609.75 
A,THS_T,GHG,CRF1A4B,IE	8859.55 	7630.09 	7147.7 	6940.3 	6246.08 	6641.61 	6889.43 	6331.46 	6823.98 	6546.83 	7192.72 	6709.71 	5621.79 	5230.35 	5483.71 
A,THS_T,GHG,CRF1A4B,IS	8.53 	7.37 	6.39 	6.16 	11.28 	5.97 	5.78 	9.51 	6 	5.53 	6.72 	5.22 	4.71 	4.26 	4.45 
A,THS_T,GHG,CRF1A4B,IT	59421.9 	55215.31 	55966.08 	55313.33 	46331.42 	51677.03 	51915.06 	51880.09 	50008.58 	48325.6 	47531.38 	51893.8 	44973.4 	39364.85 	39524.66 
A,THS_T,GHG,CRF1A4B,LT	984.32 	972.6 	964.74 	906.19 	831.75 	763.81 	850.84 	911.2 	927.96 	877.73 	836.54 	967.36 	921.17 	851.21 	828.46 
A,THS_T,GHG,CRF1A4B,LU	1161.18 	1063.88 	1083.21 	1075.85 	973.03 	1086.19 	1119.4 	1139.3 	1042.55 	951.08 	1039.86 	996.42 	919.25 	921.3 	899.17 
A,THS_T,GHG,CRF1A4B,LV	759.32 	712.11 	679.07 	631.5 	623.35 	562.62 	594.43 	626 	636.73 	597.12 	562.86 	577.15 	548.27 	523.2 	539.12 
A,THS_T,GHG,CRF1A4B,MT	38.13 	35.21 	38.21 	44.29 	41.46 	47.31 	38.26 	44.08 	33.6 	35.43 	37.44 	34.54 	33 	30.18 	28.56 
A,THS_T,GHG,CRF1A4B,NL	23846.94 	18527.21 	19796.98 	21006.17 	15665.45 	16699.76 	17388.55 	16888.52 	16767.61 	16182.53 	15414.1 	17452.59 	13056.21 	11658.6 	11375.11 
A,THS_T,GHG,CRF1A4B,NO	1429.08 	1154.4 	1195.97 	1067.38 	914.71 	896.09 	900.73 	851.82 	774.8 	619.92 	624.06 	609.16 	583.34 	535.33 	524.98 
A,THS_T,GHG,CRF1A4B,PL	45248.4 	39830.74 	41728.5 	40641.54 	37281.03 	36818.96 	39158.24 	39398.96 	38851.33 	33830.34 	34982.89 	35243.14 	31429.75 	30856.41 	28773.18 
A,THS_T,GHG,CRF1A4B,PT	2883.05 	2537.36 	2378.31 	2307.59 	2207.17 	2120.48 	2081.37 	2072.47 	2107.29 	2121.16 	2233.03 	2053.7 	1908.66 	1613.72 	1818.55 
A,THS_T,GHG,CRF1A4B,RO	7203.52 	7384.49 	7868.67 	7568.12 	7173.99 	7367.28 	7439.28 	7768.09 	7995.72 	8060.56 	8466.46 	9654.36 	8450.69 	8103.56 	8081.29 
A,THS_T,GHG,CRF1A4B,SE	1078.99 	813.53 	777.87 	757.41 	674.45 	662.44 	589.87 	599.81 	563.79 	520.31 	504.74 	540.68 	455.44 	421.47 	432.02 
A,THS_T,GHG,CRF1A4B,SI	1424.14 	1248.91 	1149.62 	1033.44 	827.48 	900.29 	901.53 	873.27 	802.36 	779.65 	792.69 	777.11 	739.16 	673.13 	611.34 
A,THS_T,GHG,CRF1A4B,SK	3648.22 	3244.12 	3190.14 	3216.68 	2795.25 	2910.02 	2983.51 	3284.45 	2955.99 	2997.59 	3048.9 	3327.12 	3011.19 	2726.27 	2606.7 
A,THS_T,GHG,CRF1A4B,TR	46640.78 	49058.7 	51382.25 	45394.96 	44582.18 	35576.95 	36532.76 	45634.28 	41436.09 	45823.86 	52332.07 	51898.03 	50408.92 	48796.75 	52772.25 
A,THS_T,GHG,CRF1A4C,AT	978.69 	1024.53 	941.93 	930.56 	1007.62 	936.19 	1015.76 	949.84 	939.54 	982.19 	981.94 	974.89 	944.54 	935.27 	912.58 
A,THS_T,GHG,CRF1A4C,BE	2270.08 	1973.52 	2052.48 	2124.72 	1940.86 	2219.9 	2225.73 	2281.11 	2429.2 	2550 	2633.83 	2789.14 	2363.33 	2581.84 	2701.96 
A,THS_T,GHG,CRF1A4C,BG	498.47 	543.67 	532.42 	520.15 	504.4 	511.73 	469.16 	475.88 	501.59 	489.85 	461.94 	499.31 	524.09 	502.46 	491.64 
A,THS_T,GHG,CRF1A4C,CH	706.63 	673.7 	695.19 	649.53 	609.57 	611.25 	608.56 	631.44 	593.05 	595.58 	580.61 	587.92 	546.01 	543.05 	548.25 
A,THS_T,GHG,CRF1A4C,CY	76.76 	83.2 	80 	76.79 	67.39 	83 	79.8 	84.63 	79.33 	85.23 	88.79 	85.22 	81.53 	72.74 	78.97 
A,THS_T,GHG,CRF1A4C,CZ	1243.8 	1232.51 	1217.24 	1250.73 	1259.59 	1218.51 	1246.55 	1243.59 	1238.83 	1282.12 	1257.54 	1240.76 	1203.03 	1191.15 	1238.19 
A,THS_T,GHG,CRF1A4C,DE	7646.02 	8283.68 	7928.64 	7816.63 	8510.46 	8104.66 	8237.55 	7642.84 	7520.5 	7472.17 	7773.35 	7878.46 	7599.86 	7539.83 	7538.25 
A,THS_T,GHG,CRF1A4C,DK	1832.03 	1794.62 	1608.5 	1639.16 	1465.21 	1498.66 	1503.13 	1400.46 	1406.52 	1332.94 	1294.29 	1392.62 	1495.84 	1422.57 	1286.3 
A,THS_T,GHG,CRF1A4C,EE	168.7 	207.66 	203.19 	190.2 	245.24 	241.19 	222.39 	206.48 	192.22 	157.89 	134.74 	96.6 	90.9 	64.5 	70.59 
A,THS_T,GHG,CRF1A4C,EL	1857.3 	1929.24 	942.08 	531.44 	517.59 	550.46 	474.66 	502.31 	509.28 	494.64 	769.58 	609.78 	643.81 	547.11 	567.85 
A,THS_T,GHG,CRF1A4C,ES	7388.32 	7732.54 	7983.83 	8266.56 	9183.34 	8558.08 	9001.88 	8838.76 	8941.8 	8706.91 	8610.48 	9370.23 	8765.89 	9009.25 	8989.85 
A,THS_T,GHG,CRF1A4C,EU27_2020	77906.84 	76938.52 	74825.25 	74928.52 	74530.74 	73677.66 	74095.67 	74394.07 	75639.58 	74672.03 	76076.73 	77325.54 	72385.25 	72018.13 	70877.42 
A,THS_T,GHG,CRF1A4C,FI	1591.44 	1516.55 	1590.42 	1516.71 	1460.42 	1563.49 	1582.8 	1579.26 	1474.41 	1590.61 	1583.04 	1381.4 	1449.28 	1463.4 	1425.26 
A,THS_T,GHG,CRF1A4C,FR	12114.99 	12256.61 	11931.88 	12612.96 	12676.37 	12455.14 	11611.91 	11457.31 	11436.45 	11214.28 	11934.01 	12333.8 	12106.7 	11839.74 	11917.04 
A,THS_T,GHG,CRF1A4C,HR	763.34 	762.35 	710.73 	695.1 	694.05 	693.61 	697.63 	688.8 	703.01 	707.15 	742.98 	750.3 	758.42 	751.98 	780.94 
A,THS_T,GHG,CRF1A4C,HU	1156.64 	1136.87 	896.68 	1300.71 	1398.69 	1369.82 	1512.07 	1410.17 	1506.32 	1562.64 	1653.67 	1564.16 	1362.55 	1296.31 	1220.13 
A,THS_T,GHG,CRF1A4C,IE	821.85 	777.54 	750.63 	668.08 	603.02 	574.7 	594.87 	625.31 	674.15 	682.8 	709.74 	700.5 	906.24 	786.47 	804.52 
A,THS_T,GHG,CRF1A4C,IS	778.1 	708.56 	713.61 	669.21 	670.12 	685.64 	575.07 	590.27 	590.97 	544.37 	542.43 	592.04 	502.47 	507.29 	541.8 
A,THS_T,GHG,CRF1A4C,IT	7995.84 	7844.98 	7520.27 	7443.04 	7466.28 	7618.61 	7711.89 	7738 	8173.55 	7738.63 	7782.88 	8178.85 	7927.43 	7619.06 	6894.4 
A,THS_T,GHG,CRF1A4C,LT	228.22 	232.54 	235.33 	223.37 	231.58 	210.77 	220.69 	228.59 	222.85 	233.07 	237.43 	255.91 	278.18 	234.87 	837.41 
A,THS_T,GHG,CRF1A4C,LU	28.57 	27.19 	27.22 	23.2 	23.59 	24.02 	23.76 	23.44 	24.27 	23.59 	22.88 	22.88 	22.89 	23.2 	23.58 
A,THS_T,GHG,CRF1A4C,LV	427.84 	435.2 	413.05 	415.88 	415.48 	424.59 	454.24 	486.18 	478.72 	520.79 	536.32 	522.83 	541.52 	496.45 	553.35 
A,THS_T,GHG,CRF1A4C,MT	23.41 	16.74 	19.72 	13.04 	13.04 	9.89 	13.04 	17.29 	36.88 	47.84 	41.66 	44.48 	60.69 	53.67 	52.67 
A,THS_T,GHG,CRF1A4C,NL	12611.6 	11415.1 	11220.84 	11086.26 	9822.58 	10171.95 	9915.81 	10021.14 	10462.03 	10514.03 	10324.48 	10476.03 	7803.43 	8258.78 	8533.46 
A,THS_T,GHG,CRF1A4C,NO	1180.78 	1071.94 	1084.93 	1037.04 	1051.81 	1052.36 	1113.8 	1178.59 	1243.46 	1214.84 	1297.59 	1330.01 	1314.86 	1428.42 	1279.83 
A,THS_T,GHG,CRF1A4C,PL	11862.29 	11362.86 	11560.78 	11282.47 	10809.51 	10346.15 	10984.05 	12142.82 	12239.7 	11809.28 	11961.23 	11434.68 	10951.6 	10884.52 	9180.59 
A,THS_T,GHG,CRF1A4C,PT	1187.91 	1166.16 	1143.66 	1181.41 	1139.68 	1184.16 	1193.71 	1191.55 	1208.28 	1270.25 	1344.22 	1363.79 	1287.22 	1331.07 	1349.05 
A,THS_T,GHG,CRF1A4C,RO	990.95 	1112.99 	1255.36 	1094.25 	1064.4 	1176.32 	1239.88 	1359.49 	1629.74 	1586.73 	1568 	1703.86 	1704.94 	1669.96 	1654.82 
A,THS_T,GHG,CRF1A4C,SE	1501.26 	1448.95 	1428.43 	1378.78 	1276.87 	1250.5 	1168.32 	1136.05 	1006.64 	1051.84 	1031.43 	1045.85 	954.23 	932.11 	1222.16 
A,THS_T,GHG,CRF1A4C,SI	233.59 	224.37 	232.88 	229.55 	242.98 	240.96 	239.78 	239.58 	239.76 	237.28 	232.32 	232.66 	236.47 	236.1 	231.09 
A,THS_T,GHG,CRF1A4C,SK	406.93 	396.35 	397.05 	416.77 	490.52 	440.59 	454.63 	423.17 	364.01 	327.26 	363.97 	376.53 	320.64 	273.72 	320.76 
A,THS_T,GHG,CRF1A4C,TR	14328.98 	16715.91 	3325.3 	2588.16 	3343.49 	9707.4 	9592.45 	10058.68 	10387.66 	10741.39 	11147.09 	10981.43 	10873.77 	10875.75 	11374.15 
A,THS_T,GHG,CRF1A5,AT	34.75 	33.87 	33.14 	32.43 	31.73 	30.95 	30.35 	29.57 	29.01 	28.95 	29.02 	28.96 	28.96 	28.96 	28.99 
A,THS_T,GHG,CRF1A5,BE	131.22 	127.91 	111.02 	104.33 	100.66 	107.33 	110.18 	105.83 	115.55 	96.98 	106.64 	99.86 	98.29 	89.61 	92.29 
A,THS_T,GHG,CRF1A5,BG	24.62 	38.19 	9.29 	17.68 	9.34 	21.35 	42.62 	40.29 	31.13 	27.49 	18.61 	28.25 	39.54 	62.85 	55.42 
A,THS_T,GHG,CRF1A5,CH	137.29 	124.56 	132.29 	133.31 	138.62 	135.11 	139.26 	127.45 	126.36 	114.86 	119.16 	114.54 	123.46 	124.18 	100.12 
A,THS_T,GHG,CRF1A5,CY	20.5 	26.88 	20.5 	26.67 	38.18 	25.4 	25.4 	25.55 	26.74 	26.03 	26.12 	23.11 	24.28 	23.26 	22.86 
A,THS_T,GHG,CRF1A5,CZ	320.02 	377.3 	307.66 	301.46 	312.77 	374.85 	402.51 	460.26 	319.76 	300.36 	319.22 	370.45 	271.6 	243.75 	250.19 
A,THS_T,GHG,CRF1A5,DE	1343.26 	1242.26 	1030.94 	1070.38 	1003.15 	1001.12 	1037.71 	856.41 	764.06 	921.78 	792.26 	986.19 	864.6 	862.16 	600.08 
A,THS_T,GHG,CRF1A5,DK	208.77 	292.3 	211.62 	236.37 	227.36 	193.52 	203.68 	302.15 	214.15 	195.77 	241.44 	222.19 	188.32 	266.03 	159.45 
A,THS_T,GHG,CRF1A5,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GHG,CRF1A5,EL	244.33 	217.17 	212.53 	237.07 	190.01 	207.89 	200.56 	183.69 	124.11 	135.09 	298.15 	35.94 	301.27 	350.6 	491.44 
A,THS_T,GHG,CRF1A5,ES	558.85 	563.9 	476.19 	333.06 	410.83 	520.91 	489.61 	485.67 	450.62 	451.78 	438.62 	399.67 	227.15 	521.42 	338.33 
A,THS_T,GHG,CRF1A5,EU27_2020	7888.73 	8218.22 	7119.21 	7114.08 	6902.78 	6938.61 	6249.55 	6203.53 	5971.97 	6219.33 	6176.01 	6883.99 	7163.92 	7341.35 	7053.83 
A,THS_T,GHG,CRF1A5,FI	1207.42 	1036.09 	1058.15 	1021.18 	955.5 	953.64 	897.51 	934.51 	723.58 	756.27 	706.67 	665.33 	762.87 	665.58 	623.97 
A,THS_T,GHG,CRF1A5,FR	2273.88 	2694.12 	2324.54 	2273.31 	2158.76 	2078.99 	1384.28 	1361.52 	1706.02 	1701.92 	1484.57 	2089.95 	2118.04 	2143.81 	2132.82 
A,THS_T,GHG,CRF1A5,HR	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d
A,THS_T,GHG,CRF1A5,HU	10.89 	18.39 	18.33 	18.31 	18.31 	67.09 	68.72 	67.95 	76.77 	68.08 	74.24 	106.15 	73.03 	62.34 	81.83 
A,THS_T,GHG,CRF1A5,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GHG,CRF1A5,IS	13.92 	6.9 	0.09 	0.76 	2.67 	0.19 	0.16 	0.17 	0.53 	1.68 	0.36 	2.54 	0.75 	1.78 	4.62 
A,THS_T,GHG,CRF1A5,IT	688.35 	542.43 	360.58 	621.81 	596.84 	468.16 	525.56 	332.16 	347.57 	461.88 	637.85 	320.66 	521.37 	371.21 	617.27 
A,THS_T,GHG,CRF1A5,LT	16.01 	12.88 	9.03 	17.4 	35.15 	36.29 	25.15 	25.85 	20.44 	29.46 	27.87 	27.37 	29.9 	46.14 	47.01 
A,THS_T,GHG,CRF1A5,LU	0.12 	0.12 	0.12 	0.12 	0.12 	0.12 	0.12 	0.12 	0.12 	0.12 	0.11 	0.11 	0.11 	0.11 	0.11 
A,THS_T,GHG,CRF1A5,LV	7.94 	7.29 	7.4 	6.51 	9.53 	9.66 	11.5 	13.3 	20.04 	23.92 	14.87 	24.13 	24.45 	24.48 	24.06 
A,THS_T,GHG,CRF1A5,MT	2.03 	2.75 	2.48 	2.85 	3.11 	3.4 	3.56 	3.71 	3.31 	3.34 	4.14 	3.21 	3.42 	3.72 	3.25 
A,THS_T,GHG,CRF1A5,NL	318.32 	254.69 	207.69 	234.95 	244.68 	215 	216.21 	199.87 	195.6 	204.21 	194.83 	207.21 	256.49 	268.9 	202.71 
A,THS_T,GHG,CRF1A5,NO	220.13 	237.6 	217.18 	229.87 	231.42 	225.42 	231.75 	252.18 	228.79 	234.53 	229.82 	232.34 	230.39 	233.46 	258.23 
A,THS_T,GHG,CRF1A5,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GHG,CRF1A5,PT	87.04 	78.27 	49.18 	59.19 	69.26 	76.75 	44.2 	44.12 	59.13 	61.04 	66.81 	73.46 	90.17 	49.18 	54.67 
A,THS_T,GHG,CRF1A5,RO	317.65 	565.28 	585.38 	428.27 	418.49 	478.56 	460.74 	660.63 	651.2 	637.16 	621.67 	1103.15 	1172.99 	1187.08 	1151.07 
A,THS_T,GHG,CRF1A5,SE	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d
A,THS_T,GHG,CRF1A5,SI	2.89 	3.37 	3.38 	3.01 	3.75 	3.7 	3.63 	4.14 	3.91 	4.01 	3.17 	4.59 	4.69 	4.47 	4.26 
A,THS_T,GHG,CRF1A5,SK	69.85 	82.76 	80.08 	67.69 	65.24 	63.93 	65.73 	66.22 	89.13 	83.68 	69.11 	64.06 	62.38 	65.69 	71.73 
A,THS_T,GHG,CRF1A5,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,THS_T,GHG,CRF1A5A,AT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,BE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,BG	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	31.32 	31.91 
A,THS_T,GHG,CRF1A5A,CH	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,CY	17.33 	20.54 	17.33 	20.32 	31.84 	22.22 	22.22 	21.67 	22.2 	22.02 	21.37 	19 	19.46 	20.29 	19.6 
A,THS_T,GHG,CRF1A5A,CZ	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,DE	660.37 	538.19 	556.92 	561.32 	446.91 	422.65 	476.72 	516.22 	483.42 	445.25 	404.62 	466.67 	411.38 	394.72 	375.79 
A,THS_T,GHG,CRF1A5A,DK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,EE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,EL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,ES	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,EU27_2020	4530.73 	4920.71 	4607.74 	4357.82 	4062.86 	4051.46 	3337.53 	3593.1 	3711.15 	3677.74 	3339.41 	4446.06 	4576.49 	4537.89 	4432.58 
A,THS_T,GHG,CRF1A5A,FI	1207.42 	1036.09 	1058.15 	1021.18 	955.5 	953.64 	897.51 	934.51 	723.58 	756.27 	706.67 	665.33 	762.87 	665.58 	623.97 
A,THS_T,GHG,CRF1A5A,FR	2273.88 	2694.12 	2324.54 	2273.31 	2158.76 	2078.99 	1384.28 	1361.52 	1706.02 	1701.92 	1484.57 	2089.95 	2118.04 	2143.81 	2132.82 
A,THS_T,GHG,CRF1A5A,HR	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,HU	: m	: m	: m	: m	: m	48.77 	46.51 	42.54 	48.24 	42.7 	42.49 	49.08 	38 	33.75 	30.97 
A,THS_T,GHG,CRF1A5A,IE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,IS	13.92 	6.9 	0.09 	0.76 	2.67 	0.19 	0.16 	0.17 	0.53 	1.68 	0.36 	2.54 	0.75 	1.78 	4.62 
A,THS_T,GHG,CRF1A5A,IT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,LT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,LU	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,LV	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,MT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,NL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,NO	32.92 	31.26 	25.45 	22.86 	11.14 	7.76 	5.83 	7.98 	2.6 	1.87 	0.06 	: m	: m	0.04 	0.01 
A,THS_T,GHG,CRF1A5A,PL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,PT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,THS_T,GHG,CRF1A5A,RO	317.65 	565.28 	585.38 	428.27 	418.49 	478.56 	460.74 	660.63 	651.2 	637.16 	621.67 	1103.15 	1172.99 	1187.08 	1151.07 
A,THS_T,GHG,CRF1A5A,SE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
